"Analysis Type","NCBI BioProject ID (Strain 1)","Strain 1","GI (Strain 1)","Locus Tag (Strain 1)","NCBI RefSeq Accession (Strain 1)","Description (Strain 1)","NCBI BioProject ID (Strain 2)","Strain 2","GI (Strain 2)","Locus Tag (Strain 2)","NCBI RefSeq Accession (Strain 2)","Description (Strain 2)","Inparalogs","Strain 1 Inparalogs (Locus Tag/Name)","Strain 2 Inparalogs (Locus Tag/Name)","Ortholuge Class"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128121","b0128","NP_414670.1","predicted transporter subunit: membrane component of ABC superfamily","57977","Pseudomonas aeruginosa UCBPP-PA14","116050811","PA14_27780","WP_003119886.1","putative ABC transporter, permease protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128124","b0131","NP_414673.1","aspartate 1-decarboxylase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052878","PA14_62600","WP_003095150.1","aspartate alpha-decarboxylase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128126","b0133","NP_414675.1","pantothenate synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052877","PA14_62590","WP_003109313.1","pantoate--beta-alanine ligase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128127","b0134","NP_414676.1","3-methyl-2-oxobutanoate hydroxymethyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052876","PA14_62580","WP_003095147.1","3-methyl-2-oxobutanoate hydroxymethyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128132","b0139","NP_414681.1","predicted outer membrane usher protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052120","PA14_11080","WP_003137603.1","usher CupB3","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128133","b0140","NP_414682.1","predicted periplasmic pilin chaperone","57977","Pseudomonas aeruginosa UCBPP-PA14","116052121","PA14_11070","WP_003093375.1","chaperone CupB2","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128135","b0142","NP_414684.1","2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052875","PA14_62570","WP_003100189.1","2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135892","b0143","NP_414685.4","poly(A) polymerase I","57977","Pseudomonas aeruginosa UCBPP-PA14","116052874","PA14_62560","WP_003135224.1","poly(A) polymerase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","226524698","b0144","NP_414686.3","glutamyl-Q tRNA(Asp) synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052870","PA14_62510","WP_003146131.1","glutamyl-Q tRNA(Asp) synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128138","b0145","NP_414687.1","DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116052869","PA14_62490","WP_003095122.1","suppressor protein DksA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128139","b0146","NP_414688.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116052867","PA14_62470","WP_004365369.1","sugar fermentation stimulation protein A","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111091","b0147","NP_414689.4","2'-5' RNA ligase","57977","Pseudomonas aeruginosa UCBPP-PA14","116050864","PA14_27110","WP_003138730.1","2'-5' RNA ligase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","162135893","b0148","NP_414690.4","predicted ATP-dependent helicase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052001","PA14_12630","YP_789156.1","putative ATP-dependent helicase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128142","b0149","NP_414691.1","fused glycosyl transferase and transpeptidase","57977","Pseudomonas aeruginosa UCBPP-PA14","116052846","PA14_62200","WP_031627593.1","penicillin-binding protein 1B","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128143","b0150","NP_414692.1","ferrichrome outer membrane transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116050410","PA14_32740","WP_003116885.1","TonB-dependent receptor","1","","PA14_06160[putative hydroxamate-type ferrisiderophore receptor]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128143","b0150","NP_414692.1","ferrichrome outer membrane transporter","57977","Pseudomonas aeruginosa UCBPP-PA14","116054199","PA14_06160","WP_011666537.1","putative hydroxamate-type ferrisiderophore receptor","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128147","b0154","NP_414696.1","glutamate-1-semialdehyde aminotransferase (aminomutase)","57977","Pseudomonas aeruginosa UCBPP-PA14","116052016","PA14_12390","WP_003132522.1","glutamate-1-semialdehyde aminotransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128149","b0156","NP_414698.1","iron-sulfur cluster insertion protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116054390","PA14_08510","WP_003085254.1","iron-sulfur cluster insertion protein ErpA","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128151","b0158","NP_414700.1","vitamin B12 transporter subunit: periplasmic-binding component of ABC superfamily","57977","Pseudomonas aeruginosa UCBPP-PA14","116052082","PA14_11530","WP_003137636.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128153","b0160","NP_414702.1","deoxyguanosine triphosphate triphosphohydrolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049056","PA14_49840","WP_003109104.1","deoxyguanosinetriphosphate triphosphohydrolase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128154","b0161","NP_414703.1","serine endoprotease (protease Do), membrane-associated","57977","Pseudomonas aeruginosa UCBPP-PA14","116048682","PA14_54390","WP_003140933.1","serine protease MucD precursor","1","b3234[serine endoprotease, periplasmic]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111093","b0162","NP_414704.4","DNA-binding transcriptional regulator for gar and gud operons; carbohydrate diacid regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116048978","PA14_50790","WP_003112517.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128160","b0167","NP_414709.1","uridylyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051655","PA14_17040","WP_003138013.1","PII uridylyl-transferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128161","b0168","NP_414710.1","methionine aminopeptidase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051654","PA14_17050","WP_003092395.1","methionine aminopeptidase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128162","b0169","NP_414711.1","30S ribosomal subunit protein S2","57977","Pseudomonas aeruginosa UCBPP-PA14","116051653","PA14_17060","WP_003092394.1","30S ribosomal protein S2","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128163","b0170","NP_414712.1","protein chain elongation factor EF-Ts","57977","Pseudomonas aeruginosa UCBPP-PA14","116051652","PA14_17070","WP_003092393.1","elongation factor Ts","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128164","b0171","NP_414713.1","uridylate kinase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051651","PA14_17080","WP_003092391.1","uridylate kinase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128165","b0172","NP_414714.1","ribosome recycling factor","57977","Pseudomonas aeruginosa UCBPP-PA14","116051650","PA14_17100","WP_003092390.1","ribosome recycling factor","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128166","b0173","NP_414715.1","1-deoxy-D-xylulose 5-phosphate reductoisomerase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051647","PA14_17130","WP_003109337.1","1-deoxy-D-xylulose 5-phosphate reductoisomerase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128167","b0174","NP_414716.1","undecaprenyl pyrophosphate synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051649","PA14_17110","WP_003129937.1","undecaprenyl pyrophosphate synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111095","b0175","NP_414717.2","CDP-diglyceride synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051648","PA14_17120","WP_003092388.1","phosphatidate cytidylyltransferase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128169","b0176","NP_414718.1","inner membrane zinc RIP metalloprotease; RpoE activator, by degrading RseA","57977","Pseudomonas aeruginosa UCBPP-PA14","116051646","PA14_17140","WP_003138017.1","putative membrane-associated zinc metalloprotease","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128170","b0177","NP_414719.1","outer membrane protein assembly factor, forms pores; required for OM biogenesis; in BamABCD OM protein complex","57977","Pseudomonas aeruginosa UCBPP-PA14","116051645","PA14_17150","WP_003138020.1","putative outer membrane antigen","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128172","b0179","NP_414721.1","UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051643","PA14_17180","WP_003092378.1","UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128173","b0180","NP_414722.1","(3R)-hydroxymyristol acyl carrier protein dehydratase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051642","PA14_17190","WP_003092375.1","(3R)-hydroxymyristoyl-ACP dehydratase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128174","b0181","NP_414723.1","UDP-N-acetylglucosamine acetyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051641","PA14_17210","WP_003092373.1","UDP-N-acetylglucosamine acyltransferase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128175","b0182","NP_414724.1","tetraacyldisaccharide-1-P synthase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051640","PA14_17220","WP_003109334.1","lipid-A-disaccharide synthase","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128176","b0183","NP_414725.1","ribonuclease HII, degrades RNA of DNA-RNA hybrids","57977","Pseudomonas aeruginosa UCBPP-PA14","116051639","PA14_17230","WP_003092371.1","ribonuclease HII","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128177","b0184","NP_414726.1","DNA polymerase III alpha subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051637","PA14_17260","WP_003098578.1","DNA polymerase III subunit alpha","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128178","b0185","NP_414727.1","acetyl-CoA carboxylase, carboxytransferase, alpha subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051636","PA14_17270","WP_003109333.1","acetyl-CoA carboxylase carboxyltransferase subunit alpha","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128181","b0188","NP_414730.1","tRNA(Ile)-lysidine synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051635","PA14_17280","WP_031632351.1","hypothetical protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128183","b0190","NP_414732.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116051723","PA14_16210","WP_003092594.1","hypothetical protein","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128184","b0191","NP_414733.1","conserved protein","57977","Pseudomonas aeruginosa UCBPP-PA14","116048792","PA14_53030","WP_003105972.1","peptidyl-tRNA hydrolase domain protein","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128187","b0194","NP_414736.1","prolyl-tRNA synthetase","57977","Pseudomonas aeruginosa UCBPP-PA14","116048881","PA14_51900","WP_003086089.1","prolyl-tRNA synthetase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128188","b0195","NP_414737.1","conserved protein, UPF0066 family","57977","Pseudomonas aeruginosa UCBPP-PA14","116051406","PA14_20260","WP_003138230.1","hypothetical protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128190","b0197","NP_414739.1","DL-methionine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053655","PA14_72640","WP_003142142.1","putative TonB-dependent receptor","2","b3661[cytoplasmic membrane lipoprotein-28]","PA14_13010[hypothetical protein]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128190","b0197","NP_414739.1","DL-methionine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116051971","PA14_13010","WP_003093057.1","hypothetical protein","1","b3661[cytoplasmic membrane lipoprotein-28]","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128191","b0198","NP_414740.1","DL-methionine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116050291","PA14_34260","WP_003111646.1","putative permease of ABC transporter","1","","PA14_72630[putative permease of ABC transporter]",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128191","b0198","NP_414740.1","DL-methionine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053654","PA14_72630","WP_003097004.1","putative permease of ABC transporter","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128192","b0199","NP_414741.1","DL-methionine transporter subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116053653","PA14_72620","WP_003097002.1","DL-methionine transporter ATP-binding subunit","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128193","b0200","NP_414742.1","D,D-heptose 1,7-bisphosphate phosphatase","57977","Pseudomonas aeruginosa UCBPP-PA14","116053726","PA14_00070","WP_003142196.1","D,D-heptose 1,7-bisphosphate phosphatase","","","","Non-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128194","b0207","NP_414743.1","2,5-diketo-D-gluconate reductase B","57977","Pseudomonas aeruginosa UCBPP-PA14","116052209","PA14_09980","WP_003137520.1","2,5-diketo-D-gluconate reductase B","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128195","b0208","NP_414744.1","predicted DNA-binding transcriptional regulator","57977","Pseudomonas aeruginosa UCBPP-PA14","116049812","PA14_40440","WP_003088060.1","LysR family transcriptional regulator","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128197","b0210","NP_414746.1","predicted S-adenosyl-L-methionine-dependent methyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116051115","PA14_23770","WP_003091396.1","putative biotin synthesis protein","","","",""
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128198","b0211","NP_414747.1","predicted membrane-bound lytic murein transglycosylase D","57977","Pseudomonas aeruginosa UCBPP-PA14","116049762","PA14_41090","WP_003120244.1","membrane-bound lytic murein transglycosylase D precursor","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128199","b0212","NP_414748.1","hydroxyacylglutathione hydrolase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049763","PA14_41080","WP_003087949.1","putative hydroxyacylglutathione hydrolase","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","90111099","b0213","NP_414749.2","predicted S-adenosyl-L-methionine-dependent methyltransferase","57977","Pseudomonas aeruginosa UCBPP-PA14","116049764","PA14_41070","WP_003087952.1","hypothetical protein","","","","Borderline-SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128201","b0214","NP_414750.1","ribonuclease HI, degrades RNA of DNA-RNA hybrids","57977","Pseudomonas aeruginosa UCBPP-PA14","116049765","PA14_41060","WP_003087954.1","ribonuclease H","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128202","b0215","NP_414751.1","DNA polymerase III epsilon subunit","57977","Pseudomonas aeruginosa UCBPP-PA14","116049766","PA14_41050","WP_003139929.1","DNA polymerase III subunit epsilon","","","","SSD"
"ortholuge","57779","Escherichia coli str. K-12 substr. MG1655","16128205","b0219","NP_414754.1","predicted C-N hydrolase family amidase, NAD(P)-binding","57977","Pseudomonas aeruginosa UCBPP-PA14","116051822","PA14_14960","WP_003092781.1","hypothetical protein","","","",""
